game_date,season,home_team,away_team,opponent,is_home,evaluation_mode,segment_name,display_segment_name,included_in_best_segment,prediction_cutoff_type,predicted_winner,predicted_probability,actual_winner,correct,production_predicted_winner,production_predicted_probability,kt_challenger_predicted_winner,kt_challenger_probability,model_agrees_with_production,feature_set,data_available_before_cutoff,leakage_audit_passed,interpretation
2024-06-19,2024,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.599,롯데,True,,,롯데,0.400695,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-20,2024,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.575,KT,False,,,롯데,0.424928,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-21,2024,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.622,KT,False,,,LG,0.378283,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-23,2024,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.593,LG,True,,,LG,0.40713,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-23,2024,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.68,KT,False,,,LG,0.319978,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-25,2024,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.57,KT,False,,,SSG,0.429775,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-26,2024,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.519,SSG,False,,,KT,0.518638,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-27,2024,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.505,KT,True,,,KT,0.504708,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-28,2024,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.593,KT,True,,,KT,0.592644,,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-06-30,2024,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.537,KT,True,KT,0.521,KT,0.536538,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-02,2024,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.541,KT,False,KT,0.525,한화,0.459156,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-03,2024,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.594,KT,False,KT,0.523,한화,0.405839,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-04,2024,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.553,한화,True,KT,0.538,한화,0.446969,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-10,2024,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.557,KT,False,KT,0.505,두산,0.442811,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-11,2024,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.582,두산,True,두산,0.503,두산,0.418322,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-12,2024,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.617,KT,False,롯데,0.511,롯데,0.383173,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-13,2024,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.642,KT,False,롯데,0.512,롯데,0.35757,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-16,2024,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.516,KT,True,KT,0.534,KT,0.515522,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-17,2024,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.613,KT,False,KT,0.54,키움,0.386586,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-18,2024,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.626,KT,False,KT,0.544,키움,0.373775,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-19,2024,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.592,KT,False,KT,0.552,NC,0.408053,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-21,2024,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.574,NC,True,KT,0.548,NC,0.425704,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-24,2024,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.586,KT,False,KT,0.535,SSG,0.41442,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-25,2024,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.556,KT,False,KT,0.552,SSG,0.444377,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-26,2024,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.564,KT,False,KT,0.515,삼성,0.436019,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-27,2024,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.597,삼성,True,KT,0.509,삼성,0.402932,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-28,2024,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.563,KT,False,KT,0.511,삼성,0.436723,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-30,2024,KT,한화,한화,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.506,한화,True,KT,0.574,한화,0.493539,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-07-31,2024,KT,한화,한화,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.527,한화,False,KT,0.574,KT,0.526766,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-01,2024,KT,한화,한화,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.594,한화,False,KT,0.561,KT,0.59374,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-02,2024,NC,KT,NC,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.596,KT,True,KT,0.537,KT,0.596438,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-04,2024,NC,KT,NC,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.605,NC,True,KT,0.551,NC,0.394818,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-06,2024,KIA,KT,KIA,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.555,KIA,True,KIA,0.524,KIA,0.44459,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-07,2024,KIA,KT,KIA,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.532,KT,False,KIA,0.527,KIA,0.468454,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-08,2024,KIA,KT,KIA,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.515,KT,False,KIA,0.518,KIA,0.484925,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-09,2024,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.501,KT,True,KT,0.545,KT,0.501208,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-10,2024,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.517,롯데,True,KT,0.572,롯데,0.483238,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-11,2024,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.517,롯데,False,KT,0.549,KT,0.516791,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-13,2024,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.509,삼성,True,삼성,0.517,삼성,0.490742,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-14,2024,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.62,삼성,True,삼성,0.529,삼성,0.380426,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-15,2024,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.565,KT,False,삼성,0.543,삼성,0.435156,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-16,2024,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.528,두산,True,KT,0.535,두산,0.47191,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-17,2024,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.589,두산,False,KT,0.514,KT,0.589272,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-18,2024,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.605,KT,True,두산,0.51,KT,0.604925,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-20,2024,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.507,키움,False,KT,0.557,KT,0.506834,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-21,2024,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.54,KT,True,KT,0.53,KT,0.539603,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-22,2024,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.531,KT,True,KT,0.547,KT,0.531093,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-23,2024,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.52,KT,True,KT,0.532,KT,0.519983,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-24,2024,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.599,KT,True,KT,0.543,KT,0.5991,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-25,2024,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.571,SSG,False,KT,0.553,KT,0.570814,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-27,2024,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.598,LG,False,LG,0.513,KT,0.597517,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-28,2024,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.555,KT,True,LG,0.515,KT,0.555313,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-29,2024,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.564,KT,True,LG,0.514,KT,0.56444,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-30,2024,KT,LG,LG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.611,LG,False,KT,0.54,KT,0.610898,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-08-31,2024,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.582,KT,True,한화,0.534,KT,0.58225,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-04,2024,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.569,롯데,False,롯데,0.52,KT,0.568786,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-05,2024,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.558,KT,False,롯데,0.53,롯데,0.442395,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-06,2024,NC,KT,NC,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.55,KT,False,KT,0.502,NC,0.449808,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-07,2024,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.558,두산,False,KT,0.557,KT,0.557881,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-10,2024,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.523,KT,True,KT,0.551,KT,0.523173,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-11,2024,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.555,KT,True,KT,0.562,KT,0.554699,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-12,2024,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.522,KT,False,KT,0.566,NC,0.477528,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-14,2024,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.586,두산,True,KT,0.533,두산,0.413614,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-16,2024,KT,KIA,KIA,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.552,KIA,True,KIA,0.518,KIA,0.448497,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-17,2024,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.586,KT,False,KT,0.545,키움,0.413679,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-18,2024,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.573,삼성,False,KT,0.52,KT,0.572912,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-19,2024,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.535,KT,False,KT,0.507,삼성,0.465104,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-21,2024,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.564,SSG,False,KT,0.545,KT,0.564446,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-22,2024,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.523,SSG,True,KT,0.53,SSG,0.476782,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-24,2024,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.564,KT,True,KT,0.526,KT,0.563648,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-27,2024,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.568,KT,True,KT,0.561,KT,0.567588,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2024-09-28,2024,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.558,KT,True,KT,0.561,KT,0.558074,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-03-22,2025,KT,한화,한화,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.592,한화,False,KT,0.557,KT,0.591648,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-03-23,2025,KT,한화,한화,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.676,KT,False,KT,0.515,한화,0.324284,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-03-25,2025,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.561,KT,False,KT,0.551,두산,0.439354,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-03-26,2025,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.543,두산,True,KT,0.572,두산,0.45672,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-03-27,2025,KT,두산,두산,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.55,KT,False,KT,0.537,두산,0.450368,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-03-28,2025,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.501,KT,True,KT,0.531,KT,0.50143,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-03-29,2025,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.601,롯데,True,KT,0.578,롯데,0.399326,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-02,2025,KT,LG,LG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.62,KT,False,LG,0.559,LG,0.379671,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-03,2025,KT,LG,LG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.62,LG,True,KT,0.521,LG,0.380044,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-04,2025,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.534,SSG,True,SSG,0.519,SSG,0.465834,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-06,2025,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.52,SSG,True,KT,0.501,SSG,0.479572,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-08,2025,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.508,KT,False,KT,0.596,NC,0.491574,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-09,2025,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.549,KT,False,KT,0.553,NC,0.450684,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-10,2025,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.549,NC,True,KT,0.587,NC,0.451258,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-11,2025,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.703,KT,False,KT,0.509,삼성,0.296699,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-13,2025,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.649,KT,False,KT,0.517,삼성,0.350949,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-15,2025,KIA,KT,KIA,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.663,KIA,True,KIA,0.508,KIA,0.337214,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-16,2025,KIA,KT,KIA,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.652,KT,False,KIA,0.515,KIA,0.348041,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-17,2025,KIA,KT,KIA,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.663,KIA,True,KIA,0.508,KIA,0.337307,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-18,2025,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.565,키움,True,KT,0.555,키움,0.434688,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-19,2025,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.557,KT,False,KT,0.561,키움,0.4427,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-20,2025,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.502,KT,True,KT,0.558,KT,0.501749,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-22,2025,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.566,KT,False,SSG,0.517,SSG,0.4343,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-23,2025,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.539,SSG,True,KT,0.555,SSG,0.461097,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-24,2025,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.519,SSG,True,KT,0.528,SSG,0.481002,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-25,2025,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.602,KT,False,한화,0.516,한화,0.397721,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-26,2025,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.593,한화,True,한화,0.504,한화,0.4066,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-27,2025,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.569,한화,True,한화,0.53,한화,0.431006,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-29,2025,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.521,KT,True,두산,0.523,KT,0.521125,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-04-30,2025,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.522,KT,False,두산,0.507,두산,0.478048,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-02,2025,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.519,키움,True,KT,0.563,키움,0.481002,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-03,2025,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.559,KT,False,KT,0.56,키움,0.441134,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-04,2025,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.546,KT,True,KT,0.574,KT,0.546296,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-05,2025,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.542,NC,True,KT,0.573,NC,0.457603,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-06,2025,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.549,NC,True,KT,0.568,NC,0.451087,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-07,2025,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.531,NC,True,KT,0.552,NC,0.468662,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-10,2025,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.537,롯데,True,롯데,0.535,롯데,0.462786,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-11,2025,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.513,롯데,False,롯데,0.567,KT,0.513053,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-13,2025,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.579,삼성,True,삼성,0.517,삼성,0.420645,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-14,2025,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.536,KT,False,삼성,0.532,삼성,0.46438,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-15,2025,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.549,삼성,True,삼성,0.514,삼성,0.45052,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-17,2025,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.757,KT,False,LG,0.58,LG,0.24342,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-17,2025,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.777,KT,False,LG,0.578,LG,0.223434,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-05-18,2025,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.597,LG,True,LG,0.554,LG,0.403045,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
