game_id,date,home_team,away_team,home_score,away_score,run_diff,total_runs,target_home_win,home_recent_runs_avg,away_recent_runs_avg,home_recent_allowed_avg,away_recent_allowed_avg,home_season_runs_avg,away_season_runs_avg,home_season_allowed_avg,away_season_allowed_avg,recent_runs_avg_gap,recent_allowed_avg_gap,season_runs_avg_gap,season_allowed_avg_gap,recent_run_diff_gap,season_run_diff_gap,home_recent_10_win_rate,away_recent_10_win_rate,recent_10_win_rate_gap,home_rest_days,away_rest_days,rest_days_gap,venue_win_rate_gap,elo_diff
20200628SSLT0,2020-06-28,롯데,삼성,7.0,3.0,4.0,10.0,1,3.8,5.6,3.6,4.0,6.6591,4.4043,6.0682,4.5745,-1.8,0.4,2.2548,-1.4937,-1.4,0.7611,0.3,0.6,-0.3,1.0,1.0,0.0,-0.0587,-83.4471
20200630KTLG0,2020-06-30,LG,KT,4.0,3.0,1.0,7.0,1,2.8,7.8,4.0,4.4,5.8511,3.617,5.9362,6.4681,-5.0,0.4,2.234,0.5319,-4.6,2.766,0.3,0.6,-0.3,2.0,2.0,0.0,0.0725,38.1303
20200630LTNC0,2020-06-30,NC,롯데,8.0,10.0,-2.0,18.0,0,5.2,3.6,7.0,4.2,5.6957,6.5556,5.0,6.1778,1.6,-2.8,-0.8599,1.1778,-1.2,0.3179,0.6,0.4,0.2,2.0,2.0,0.0,-0.0996,138.2018
20200630SKSS0,2020-06-30,삼성,SK,4.0,1.0,3.0,5.0,1,4.0,4.0,4.6,4.2,4.5208,6.5106,4.6458,4.9787,0.0,-0.4,-1.9898,0.3329,-0.4,-1.6569,0.5,0.2,0.3,2.0,2.0,0.0,-0.425,89.5388
20200630OBWO0,2020-06-30,키움,두산,11.0,2.0,9.0,13.0,1,4.4,5.8,3.0,6.0,5.1458,3.7872,4.8958,5.2979,-1.4,3.0,1.3586,0.402,1.6,1.7606,0.9,0.7,0.2,2.0,2.0,0.0,0.3935,34.8896
20200701HHHT0,2020-07-01,KIA,한화,4.0,3.0,1.0,7.0,1,3.2,4.8,5.0,4.8,6.2667,5.9792,4.7556,4.75,-1.6,-0.2,0.2875,-0.0056,-1.8,0.2819,0.5,0.3,0.2,3.0,3.0,0.0,0.15,143.0868
20200701KTLG0,2020-07-01,LG,KT,5.0,11.0,-6.0,16.0,0,3.2,8.2,3.6,4.6,5.9583,4.625,5.9167,4.3125,-5.0,1.0,1.3333,-1.6042,-4.0,-0.2708,0.3,0.5,-0.2,1.0,1.0,0.0,-0.2262,55.9441
20200701LTNC0,2020-07-01,NC,롯데,6.0,2.0,4.0,8.0,1,6.2,5.2,8.8,5.2,5.6809,6.7174,5.1277,6.1522,1.0,-3.6,-1.0365,1.0245,-2.6,-0.012,0.6,0.4,0.2,1.0,1.0,0.0,-0.1367,110.6409
20200701SKSS0,2020-07-01,삼성,SK,7.0,1.0,6.0,8.0,1,4.2,3.0,4.4,2.2,4.4694,6.5,4.6735,4.9167,1.2,-2.2,-2.0306,0.2432,-1.0,-1.7874,0.6,0.2,0.4,1.0,1.0,0.0,-0.4495,104.4957
20200701OBWO0,2020-07-01,키움,두산,5.0,14.0,-9.0,19.0,0,5.6,3.4,3.0,7.0,5.1837,3.7292,4.8163,5.3333,2.2,4.0,1.4545,0.517,6.2,1.9715,0.9,0.6,0.3,1.0,1.0,0.0,0.4171,52.8879
20200702HHHT0,2020-07-02,KIA,한화,7.0,1.0,6.0,8.0,1,3.0,5.0,3.2,5.0,3.7609,6.0612,6.6957,4.7959,-2.0,1.8,-2.3004,-1.8997,-0.2,-4.2001,0.6,0.3,0.3,1.0,1.0,0.0,-0.4743,155.2862
20200702KTLG0,2020-07-02,LG,KT,3.0,4.0,-1.0,7.0,0,3.2,6.6,4.2,4.4,5.9184,4.6735,5.8571,4.2449,-3.4,0.2,1.2449,-1.6122,-3.2,-0.3673,0.3,0.5,-0.2,1.0,1.0,0.0,-0.2207,32.7513
20200702LTNC0,2020-07-02,NC,롯데,9.0,7.0,2.0,16.0,1,6.2,4.8,5.4,5.8,5.625,6.7234,5.1042,6.234,1.4,0.4,-1.0984,1.1299,1.8,0.0315,0.6,0.4,0.2,1.0,1.0,0.0,-0.1323,124.4788
20200702SKSS0,2020-07-02,삼성,SK,6.0,2.0,4.0,8.0,1,5.2,1.8,2.8,3.6,4.52,6.551,4.76,4.9592,3.4,0.8,-2.031,0.1992,4.2,-1.8318,0.7,0.2,0.5,1.0,1.0,0.0,-0.472,118.6555
20200702OBWO0,2020-07-02,키움,두산,10.0,7.0,3.0,17.0,1,5.0,6.2,4.8,6.6,5.2,3.6939,4.76,5.3469,-1.2,1.8,1.5061,0.5869,0.6,2.0931,0.8,0.6,0.2,1.0,1.0,0.0,0.439,29.8667
20200703HTNC0,2020-07-03,NC,KIA,2.0,8.0,-6.0,10.0,0,6.2,3.8,6.2,2.6,5.6531,3.7021,5.1837,6.7021,2.4,-3.6,1.9509,1.5185,-1.2,3.4694,0.7,0.6,0.1,1.0,1.0,0.0,0.2985,58.698
20200703WOKT0,2020-07-03,KT,키움,3.0,2.0,1.0,5.0,1,6.6,5.8,3.6,4.6,4.74,5.2745,4.2,4.8039,0.8,1.0,-0.5345,0.6039,1.8,0.0694,0.6,0.8,-0.2,1.0,1.0,0.0,-0.1667,-111.0424
20200703LGSS0,2020-07-03,삼성,LG,9.0,7.0,2.0,16.0,1,5.2,3.8,2.4,3.6,4.5098,5.86,4.8039,5.78,1.4,1.2,-1.3502,0.9761,2.6,-0.3741,0.8,0.3,0.5,1.0,1.0,0.0,-0.1315,16.4266
20200703SKLT0,2020-07-03,롯데,SK,4.0,7.0,-3.0,11.0,0,5.4,0.8,6.4,4.8,6.625,6.46,6.125,5.02,4.6,-1.6,0.165,-1.105,3.0,-0.94,0.4,0.2,0.2,1.0,1.0,0.0,-0.2112,52.3735
20200703HHOB0,2020-07-03,두산,한화,2.0,1.0,1.0,3.0,1,7.0,3.4,6.8,6.0,3.76,5.98,5.32,4.76,3.6,-0.8,-2.22,-0.56,2.8,-2.78,0.5,0.3,0.2,1.0,1.0,0.0,-0.25,203.2895
20200704HTNC0,2020-07-04,NC,KIA,9.0,2.0,7.0,11.0,1,6.0,3.8,5.4,1.8,5.66,3.6458,5.22,6.6042,2.2,-3.6,2.0142,1.3842,-1.4,3.3983,0.6,0.6,0.0,1.0,1.0,0.0,0.2877,35.3509
20200704WOKT0,2020-07-04,KT,키움,6.0,10.0,-4.0,16.0,0,5.8,5.8,3.6,5.2,4.6863,5.3077,4.2941,4.8269,0.0,1.6,-0.6214,0.5328,1.6,-0.0886,0.6,0.7,-0.1,1.0,1.0,0.0,-0.2,-84.8594
20200704LGSS0,2020-07-04,삼성,LG,7.0,6.0,1.0,13.0,1,5.8,4.6,3.6,5.4,4.6154,5.8627,4.7885,5.8627,1.2,1.8,-1.2474,1.0743,3.0,-0.1731,0.8,0.3,0.5,1.0,1.0,0.0,-0.0833,35.4818
20200704SKLT0,2020-07-04,롯데,SK,10.0,4.0,6.0,14.0,1,6.0,2.2,6.6,5.0,6.5306,6.5098,6.1224,4.9608,3.8,-1.6,0.0208,-1.1617,2.2,-1.1409,0.4,0.3,0.1,1.0,1.0,0.0,-0.2462,29.3812
20200704HHOB0,2020-07-04,두산,한화,2.0,6.0,-4.0,8.0,0,5.0,2.2,6.4,5.6,3.7647,6.0588,5.4118,4.7843,2.8,-0.8,-2.2941,-0.6275,2.0,-2.9216,0.5,0.2,0.3,1.0,1.0,0.0,-0.2804,212.7621
20200705HTNC0,2020-07-05,NC,KIA,7.0,6.0,1.0,13.0,1,6.8,4.2,5.8,3.2,5.6863,3.6939,5.1765,6.5102,2.6,-2.6,1.9924,1.3337,0.0,3.3261,0.6,0.5,0.1,1.0,1.0,0.0,0.2765,53.3229
20200705WOKT0,2020-07-05,KT,키움,10.0,5.0,5.0,15.0,1,5.4,7.6,4.8,6.4,4.7115,5.2642,4.3462,4.8679,-2.2,1.6,-0.5526,0.5218,-0.6,-0.0308,0.6,0.7,-0.1,1.0,1.0,0.0,-0.1923,-100.0694
20200705LGSS0,2020-07-05,삼성,LG,3.0,7.0,-4.0,10.0,0,6.6,5.0,3.4,6.8,4.5849,5.9423,4.8113,5.8462,1.6,3.4,-1.3574,1.0348,5.0,-0.3226,0.8,0.3,0.5,1.0,1.0,0.0,-0.1191,53.4463
20200705SKLT0,2020-07-05,롯데,SK,3.0,6.0,-3.0,9.0,0,6.6,3.0,6.8,6.2,6.54,6.5192,6.08,4.9808,3.6,-0.6,0.0208,-1.0992,3.0,-1.0785,0.4,0.3,0.1,1.0,1.0,0.0,-0.2348,47.6939
20200705HHOB0,2020-07-05,두산,한화,7.0,4.0,3.0,11.0,1,5.4,3.0,6.6,4.6,3.8077,6.0385,5.3654,4.8846,2.4,-2.0,-2.2308,-0.4808,0.4,-2.7115,0.4,0.3,0.1,1.0,1.0,0.0,-0.2273,181.8461
20200707KTHT0,2020-07-07,KIA,KT,2.0,8.0,-6.0,10.0,0,5.4,6.8,4.4,5.0,3.7,4.6604,6.52,4.4151,-1.4,0.6,-0.9604,-2.1049,-0.8,-3.0653,0.4,0.7,-0.3,2.0,2.0,0.0,-0.2587,2.4203
20200707LGOB0,2020-07-07,두산,LG,9.0,6.0,3.0,15.0,1,6.4,5.6,5.2,6.8,3.8113,5.9811,5.3585,5.7736,0.8,1.6,-2.1698,0.4151,2.4,-1.7547,0.4,0.4,0.0,2.0,2.0,0.0,-0.087,53.4779
20200707NCSK0,2020-07-07,SK,NC,4.0,5.0,-1.0,9.0,0,4.0,6.6,6.0,5.0,6.4906,5.6923,4.9623,5.25,-2.6,-1.0,0.7983,0.2877,-3.6,1.086,0.4,0.6,-0.2,2.0,2.0,0.0,-0.0225,-182.064
20200707LTHH0,2020-07-07,한화,롯데,7.0,6.0,1.0,13.0,1,3.0,5.2,4.4,6.4,5.9623,6.5882,5.0377,6.0784,-2.2,2.0,-0.626,1.0407,-0.2,0.4147,0.3,0.4,-0.1,2.0,2.0,0.0,0.2731,-68.7628
20200707SSWO0,2020-07-07,키움,삼성,2.0,13.0,-11.0,15.0,0,6.4,6.4,8.0,4.6,5.4074,4.6111,4.8148,4.8519,0.0,-3.4,0.7963,0.037,-3.4,0.8333,0.6,0.7,-0.1,2.0,2.0,0.0,0.1065,58.4711
20200708KTHT0,2020-07-08,KIA,KT,4.0,7.0,-3.0,11.0,0,5.0,6.2,5.4,4.4,3.7647,4.6481,6.5098,4.463,-1.2,-1.0,-0.8834,-2.0468,-2.2,-2.9303,0.4,0.7,-0.3,1.0,1.0,0.0,-0.2512,-17.719
20200708LGOB0,2020-07-08,두산,LG,5.0,8.0,-3.0,13.0,0,5.4,5.8,5.4,6.4,3.7963,6.0,5.2963,5.7407,-0.4,1.0,-2.2037,0.4444,0.6,-1.7593,0.5,0.4,0.1,1.0,1.0,0.0,-0.0833,70.4236
20200708NCSK0,2020-07-08,SK,NC,3.0,2.0,1.0,5.0,1,4.6,6.4,5.6,5.4,6.4074,5.7358,4.9259,5.2453,-1.8,-0.2,0.6716,0.3194,-2.0,0.9909,0.3,0.7,-0.4,1.0,1.0,0.0,-0.0595,-192.448
20200708LTHH0,2020-07-08,한화,롯데,2.0,6.0,-4.0,8.0,0,3.8,6.0,4.8,6.6,5.9815,6.5577,5.0556,6.1154,-2.2,1.8,-0.5762,1.0598,-0.4,0.4836,0.4,0.3,0.1,1.0,1.0,0.0,0.3,-44.8553
20200708SSWO0,2020-07-08,키움,삼성,7.0,6.0,1.0,13.0,1,5.8,7.6,7.8,4.8,5.4182,4.6364,4.8545,4.8,-1.8,-3.0,0.7818,-0.0545,-4.8,0.7273,0.5,0.8,-0.3,1.0,1.0,0.0,0.0643,35.1366
20200709KTHT0,2020-07-09,KIA,KT,10.0,4.0,6.0,14.0,1,4.4,6.8,6.6,4.6,3.7308,4.7455,6.5,4.4545,-2.4,-2.0,-1.0147,-2.0455,-4.4,-3.0601,0.4,0.8,-0.4,1.0,1.0,0.0,-0.2798,-36.6999
20200709LGOB0,2020-07-09,두산,LG,6.0,0.0,6.0,6.0,1,5.0,6.8,5.0,6.6,3.7636,5.9636,5.3455,5.8182,-1.8,1.6,-2.2,0.4727,-0.2,-1.7273,0.5,0.5,0.0,1.0,1.0,0.0,-0.08,46.4243
20200709NCSK0,2020-07-09,SK,NC,2.0,8.0,-6.0,10.0,0,4.8,5.0,4.8,4.6,6.4364,5.6296,4.8727,5.2593,-0.2,-0.2,0.8067,0.3865,-0.4,1.1933,0.3,0.6,-0.3,1.0,1.0,0.0,-0.0193,-162.3791
20200709LTHH0,2020-07-09,한화,롯데,3.0,5.0,-2.0,8.0,0,4.0,5.8,4.6,5.2,5.9455,6.5472,5.0,6.0,-1.8,0.6,-0.6017,1.0,-1.2,0.3983,0.3,0.4,-0.1,1.0,1.0,0.0,0.2905,-62.2875
20200709SSWO0,2020-07-09,키움,삼성,4.0,2.0,2.0,6.0,1,5.2,7.6,7.6,5.8,5.3571,4.6429,4.8393,4.7679,-2.4,-1.8,0.7143,-0.0714,-4.2,0.6429,0.6,0.7,-0.1,1.0,1.0,0.0,0.0252,53.1209
20200710WOHT0,2020-07-10,KIA,키움,9.0,8.0,1.0,17.0,1,4.8,5.6,7.0,7.4,3.717,5.3158,6.4717,4.8947,-0.8,0.4,-1.5988,-1.577,-0.4,-3.1758,0.4,0.6,-0.2,1.0,1.0,0.0,-0.2015,-86.3582
20200710SSKT0,2020-07-10,KT,삼성,8.0,3.0,5.0,11.0,1,7.0,6.2,6.2,5.2,4.8214,4.6491,4.5179,4.8596,0.8,-1.0,0.1723,0.3418,-0.2,0.5141,0.7,0.6,0.1,1.0,1.0,0.0,0.0741,-1.6766
20200710NCLG0,2020-07-10,LG,NC,2.0,12.0,-10.0,14.0,0,5.4,6.2,6.0,3.4,6.0,5.5636,5.7679,5.3818,-0.8,-2.6,0.4364,-0.386,-3.4,0.0503,0.4,0.7,-0.3,1.0,1.0,0.0,-0.0385,-88.0411
20200710SKHH0,2020-07-10,한화,SK,6.0,5.0,1.0,11.0,1,4.4,3.8,5.2,5.6,5.9821,6.5357,5.0714,4.8214,0.6,0.4,-0.5536,-0.25,1.0,-0.8036,0.2,0.3,-0.1,1.0,1.0,0.0,-0.2123,-52.9888
20200710OBLT0,2020-07-10,롯데,두산,5.0,10.0,-5.0,15.0,0,6.0,5.8,4.4,4.8,6.6111,3.7857,5.9815,5.3571,0.2,0.4,2.8254,-0.6243,0.6,2.2011,0.5,0.5,0.0,1.0,1.0,0.0,0.5917,-123.6333
20200711WOHT0,2020-07-11,KIA,키움,8.0,3.0,5.0,11.0,1,6.2,5.2,6.8,8.0,3.7593,5.3448,6.4444,4.9828,1.0,1.2,-1.5856,-1.4617,2.2,-3.0473,0.5,0.5,0.0,1.0,1.0,0.0,-0.1566,-61.487
20200711SSKT0,2020-07-11,KT,삼성,10.0,7.0,3.0,17.0,1,7.4,5.4,4.8,5.6,4.8772,4.6552,4.4912,4.8448,2.0,0.8,0.222,0.3536,2.8,0.5756,0.7,0.6,0.1,1.0,1.0,0.0,0.0714,18.4199
20200711SKHH0,2020-07-11,한화,SK,3.0,5.0,-2.0,8.0,0,4.4,4.0,5.8,4.8,5.9298,6.0702,5.1228,5.7895,0.4,-1.0,-0.1404,0.6667,-0.6,0.5263,0.3,0.3,0.0,1.0,1.0,0.0,-0.0926,-29.962
20200711OBLT0,2020-07-11,롯데,두산,5.0,4.0,1.0,9.0,1,5.0,7.4,5.6,4.6,6.5636,3.807,5.9636,5.3158,-2.4,-1.0,2.7566,-0.6478,-3.4,2.1088,0.4,0.6,-0.2,1.0,1.0,0.0,0.5342,-136.8024
20200713WOHT0,2020-07-13,KIA,키움,13.0,3.0,10.0,16.0,1,6.6,4.8,6.0,7.6,3.7455,3.7119,6.4182,5.2034,1.8,1.6,0.0336,-1.2148,3.4,-1.1812,0.6,0.4,0.2,2.0,2.0,0.0,0.0549,-37.984
20200713SKHH0,2020-07-13,한화,SK,4.0,2.0,2.0,6.0,1,4.2,3.8,5.4,4.8,5.8793,5.0172,5.2586,4.4655,0.4,-0.6,0.8621,-0.7931,-0.2,0.069,0.3,0.4,-0.1,2.0,2.0,0.0,-0.1958,-48.2415
20200714HTSS0,2020-07-14,삼성,KIA,5.0,0.0,5.0,5.0,1,6.2,8.8,6.2,5.0,4.661,3.75,4.7627,6.3393,-2.6,-1.2,0.911,1.5766,-3.8,2.4876,0.5,0.6,-0.1,3.0,1.0,2.0,0.2452,-38.523
20200714HHKT0,2020-07-14,KT,한화,7.0,2.0,5.0,9.0,1,7.4,3.6,5.2,4.6,5.0172,5.8644,4.5517,5.1864,3.8,-0.6,-0.8472,0.6347,3.2,-0.2124,0.8,0.4,0.4,3.0,1.0,2.0,-0.3448,172.4251
20200714LGLT0,2020-07-14,롯데,LG,5.0,0.0,5.0,5.0,1,5.4,4.6,5.2,7.0,6.5714,6.193,6.0714,5.8246,0.8,1.8,0.3784,-0.2469,2.6,0.1316,0.4,0.3,0.1,3.0,4.0,-1.0,-0.0769,-45.1854
20200714NCWO0,2020-07-14,키움,NC,5.0,1.0,4.0,6.0,1,5.0,6.8,7.6,3.4,5.25,5.4643,4.8167,5.375,-1.8,-4.2,-0.2143,0.5583,-6.0,0.344,0.4,0.7,-0.3,1.0,4.0,-3.0,0.0074,-31.0185
20200714SKOB0,2020-07-14,두산,SK,7.0,12.0,-5.0,19.0,0,6.8,3.4,4.8,4.6,3.9828,6.2203,5.4138,4.661,3.4,-0.2,-2.2376,-0.7528,3.2,-2.9904,0.6,0.4,0.2,3.0,1.0,2.0,-0.3475,155.9763
20200715HTSS0,2020-07-15,삼성,KIA,2.0,5.0,-3.0,7.0,0,4.6,8.0,5.8,4.6,4.6333,3.7193,4.8333,6.3509,-3.4,-1.2,0.914,1.5175,-4.6,2.4316,0.5,0.5,0.0,1.0,1.0,0.0,0.307,-16.3145
20200715HHKT0,2020-07-15,KT,한화,3.0,7.0,-4.0,10.0,0,7.2,3.6,5.2,4.8,5.0169,5.8833,4.5085,5.1667,3.6,-0.4,-0.8664,0.6582,3.2,-0.2082,0.8,0.4,0.4,1.0,1.0,0.0,-0.3333,183.2414
20200715LGLT0,2020-07-15,롯데,LG,3.0,9.0,-6.0,12.0,0,5.2,3.2,3.8,7.4,6.5789,6.1379,6.0,5.8448,2.0,3.6,0.441,-0.1552,5.6,0.2858,0.5,0.2,0.3,1.0,1.0,0.0,-0.037,-22.5989
20200715NCWO0,2020-07-15,키움,NC,7.0,4.0,3.0,11.0,1,4.6,5.6,6.6,3.2,5.1967,5.5263,4.8197,5.3333,-1.0,-3.4,-0.3296,0.5137,-4.4,0.1841,0.4,0.7,-0.3,1.0,1.0,0.0,-0.0265,-9.2377
20200715SKOB0,2020-07-15,두산,SK,7.0,2.0,5.0,9.0,1,6.4,5.2,6.0,5.6,3.9492,6.1833,5.4407,4.7,1.2,-0.4,-2.2342,-0.7407,0.8,-2.9749,0.5,0.5,0.0,1.0,1.0,0.0,-0.337,127.5558
20200716HTSS0,2020-07-16,삼성,KIA,8.0,7.0,1.0,15.0,1,3.8,7.0,5.4,4.2,4.8033,3.7759,4.918,6.2931,-3.2,-1.2,1.0274,1.3751,-4.4,2.4025,0.4,0.5,-0.1,1.0,1.0,0.0,0.2958,-35.376
20200716HHKT0,2020-07-16,KT,한화,4.0,1.0,3.0,5.0,1,6.4,4.4,5.8,4.4,5.05,5.8033,4.5667,5.2295,2.0,-1.4,-0.7533,0.6628,0.6,-0.0904,0.7,0.5,0.2,1.0,1.0,0.0,-0.3226,153.5734
20200716LGLT0,2020-07-16,롯데,LG,15.0,10.0,5.0,25.0,1,4.6,3.8,5.2,6.2,6.5345,6.1017,5.931,5.7627,0.8,1.0,0.4328,-0.1683,1.8,0.2645,0.5,0.3,0.2,1.0,1.0,0.0,-0.0357,-41.2999
20200716NCWO0,2020-07-16,키움,NC,1.0,9.0,-8.0,10.0,0,5.2,5.4,7.0,3.8,5.2419,5.6034,4.8548,5.5,-0.2,-3.2,-0.3615,0.6452,-3.4,0.2836,0.5,0.6,-0.1,1.0,1.0,0.0,0.0075,11.2939
20200716SKOB0,2020-07-16,두산,SK,4.0,2.0,2.0,6.0,1,6.8,5.2,4.8,5.4,3.9167,6.2295,5.4167,4.6393,1.6,0.6,-2.3128,-0.7773,2.2,-3.0902,0.6,0.4,0.2,1.0,1.0,0.0,-0.3594,140.5262
20200717OBHT0,2020-07-17,KIA,두산,4.0,2.0,2.0,6.0,1,6.6,6.4,4.2,5.2,3.7288,4.0492,6.2542,5.4754,0.2,1.0,-0.3204,-0.7788,1.2,-1.0992,0.5,0.6,-0.1,1.0,1.0,0.0,-0.0893,-18.8965
20200717HHLG0,2020-07-17,LG,한화,8.0,0.0,8.0,8.0,1,4.2,3.4,8.2,4.2,5.1167,5.8548,4.6,5.3387,0.8,-4.0,-0.7382,0.7387,-3.2,0.0005,0.3,0.4,-0.1,1.0,1.0,0.0,0.2077,100.6284
20200717WOSK0,2020-07-17,SK,키움,12.0,9.0,3.0,21.0,1,4.6,3.8,5.0,7.0,5.371,5.3968,5.1452,4.9365,0.8,2.0,-0.0259,-0.2087,2.8,-0.2345,0.4,0.4,0.0,1.0,1.0,0.0,-0.1667,-173.18
20200717LTSS0,2020-07-17,삼성,롯데,15.0,10.0,5.0,25.0,1,5.0,6.6,6.0,6.6,4.8871,6.4576,5.0806,5.8983,-1.6,0.6,-1.5705,0.8177,-1.0,-0.7529,0.4,0.6,-0.2,1.0,1.0,0.0,-0.3,62.3788
20200718OBHT0,2020-07-18,KIA,두산,0.0,6.0,-6.0,6.0,0,5.8,4.8,4.0,5.0,3.6667,4.0,6.2833,5.4516,1.0,1.0,-0.3333,-0.8317,2.0,-1.1651,0.6,0.6,0.0,1.0,1.0,0.0,-0.0878,2.1902
20200718KTNC0,2020-07-18,NC,KT,6.0,1.0,5.0,7.0,1,6.8,6.4,3.4,4.0,5.6949,5.0328,5.4237,4.623,0.4,0.6,0.6621,-0.8008,1.0,-0.1386,0.6,0.7,-0.1,2.0,2.0,0.0,-0.1379,40.7348
20200718HHLG0,2020-07-18,LG,한화,3.0,1.0,2.0,4.0,1,5.8,2.8,7.0,4.8,5.918,5.8254,5.6721,5.2698,3.0,-2.2,0.0926,-0.4023,0.8,-0.3097,0.4,0.4,0.0,1.0,1.0,0.0,-0.0483,114.9925
20200718WOSK0,2020-07-18,SK,키움,1.0,4.0,-3.0,5.0,0,6.0,5.0,6.2,7.8,6.127,5.3906,4.5079,4.8906,1.0,1.6,0.7364,0.3827,2.6,1.119,0.4,0.4,0.0,1.0,1.0,0.0,0.0,-143.962
20200718LTSS0,2020-07-18,삼성,롯데,5.0,2.0,3.0,7.0,1,7.4,7.6,6.4,7.6,4.8413,6.45,5.0794,5.8,-0.2,1.2,-1.6087,0.7206,1.0,-0.8881,0.4,0.5,-0.1,1.0,1.0,0.0,-0.3216,78.8261
20200719OBHT0,2020-07-19,KIA,두산,4.0,8.0,-4.0,12.0,0,3.2,5.2,4.6,4.0,3.623,4.0,6.2295,5.4127,-2.0,-0.6,-0.377,-0.8168,-2.6,-1.1939,0.6,0.6,0.0,1.0,1.0,0.0,-0.1157,-17.9359
20200719KTNC0,2020-07-19,NC,KT,8.0,2.0,6.0,10.0,1,6.4,5.0,3.2,4.6,5.7,5.0161,5.3667,4.6774,1.4,1.4,0.6839,-0.6892,2.8,-0.0054,0.7,0.7,0.0,1.0,1.0,0.0,-0.1,58.4006
20200719HHLG0,2020-07-19,LG,한화,6.0,2.0,4.0,8.0,1,6.0,2.2,4.8,5.0,5.8548,5.7812,5.7097,5.25,3.8,0.2,0.0736,-0.4597,4.0,-0.3861,0.5,0.3,0.2,1.0,1.0,0.0,-0.0472,128.6046
20200719WOSK0,2020-07-19,SK,키움,4.0,3.0,1.0,7.0,1,5.8,5.2,6.2,5.4,6.1562,5.3231,4.4688,4.8462,0.6,-0.8,0.8332,0.3774,-0.2,1.2106,0.4,0.5,-0.1,1.0,1.0,0.0,0.0312,-156.1187
20200719LTSS0,2020-07-19,삼성,롯데,1.0,2.0,-1.0,3.0,0,7.0,7.0,4.8,7.8,4.7969,6.4754,5.0156,5.7705,0.0,3.0,-1.6785,0.7549,3.0,-0.9237,0.5,0.5,0.0,1.0,1.0,0.0,-0.3134,94.3648
20200721HTHH0,2020-07-21,한화,KIA,2.0,10.0,-8.0,12.0,0,2.2,4.0,4.8,5.2,5.7077,3.5968,5.2615,6.2258,-1.8,0.4,2.1109,0.9643,-1.4,3.0752,0.3,0.6,-0.3,2.0,2.0,0.0,0.2419,-168.8632
20200721LGKT0,2020-07-21,KT,LG,10.0,9.0,1.0,19.0,1,3.4,7.2,4.8,4.2,5.0952,5.9206,4.6349,5.7619,-3.8,-0.6,-0.8254,1.127,-4.4,0.3016,0.6,0.5,0.1,2.0,2.0,0.0,-0.2177,27.0242
20200721SSNC0,2020-07-21,NC,삼성,6.0,5.0,1.0,11.0,1,5.6,6.2,3.2,5.2,5.7541,4.8308,5.4426,5.0615,-0.6,2.0,0.9233,-0.3811,1.4,0.5422,0.7,0.4,0.3,2.0,2.0,0.0,0.1346,75.754
20200721LTSK0,2020-07-21,SK,롯데,8.0,7.0,1.0,15.0,1,4.2,6.4,5.4,8.0,6.1538,6.4677,4.4769,5.6935,-2.2,2.6,-0.3139,1.2166,0.4,0.9027,0.4,0.6,-0.2,2.0,2.0,0.0,0.1515,-32.1429
20200721WOOB0,2020-07-21,두산,키움,6.0,1.0,5.0,7.0,1,5.4,4.8,2.4,6.0,4.0625,5.3182,5.4375,4.8636,0.6,3.6,-1.2557,-0.5739,4.2,-1.8295,0.6,0.4,0.2,2.0,2.0,0.0,0.0888,11.4191
20200722HTHH0,2020-07-22,한화,KIA,1.0,2.0,-1.0,3.0,0,1.2,5.0,6.2,5.2,4.8939,3.5714,4.4394,6.2857,-3.8,-1.0,1.3225,1.8463,-4.8,3.1688,0.3,0.6,-0.3,1.0,1.0,0.0,0.2026,-179.842
20200724NCKT0,2020-07-24,KT,NC,2.0,3.0,-1.0,5.0,0,4.0,6.6,6.2,3.2,3.5312,5.7903,6.2188,5.371,-2.6,-3.0,-2.2591,-0.8478,-5.6,-3.1069,0.6,0.7,-0.1,3.0,3.0,0.0,-0.3273,-73.6999
20200724LGOB0,2020-07-24,두산,LG,1.0,8.0,-7.0,9.0,0,5.2,7.2,2.2,5.6,4.1077,5.8594,5.4154,5.7188,-2.0,3.4,-1.7517,0.3034,1.4,-1.4483,0.7,0.5,0.2,3.0,3.0,0.0,-0.3333,83.1407
20200724SKHH0,2020-07-24,한화,SK,4.0,7.0,-3.0,11.0,0,1.2,5.4,5.8,5.4,5.5672,6.1061,5.1642,4.4394,-4.2,-0.4,-0.5389,-0.7248,-4.6,-1.2637,0.2,0.5,-0.3,2.0,3.0,-1.0,0.0625,-88.3102
20200724LTWO0,2020-07-24,키움,롯데,2.0,4.0,-2.0,6.0,0,3.6,7.2,6.4,7.8,4.7463,6.381,4.9403,5.7302,-3.6,1.4,-1.6347,0.7899,-2.2,-0.8448,0.3,0.5,-0.2,3.0,3.0,0.0,-0.1355,96.7997
20200725SSHT0,2020-07-25,KIA,삼성,8.0,2.0,6.0,10.0,1,4.0,6.8,3.8,5.4,3.5938,4.9091,6.3281,5.0606,-2.8,1.6,-1.3153,-1.2675,-1.2,-2.5829,0.6,0.4,0.2,3.0,4.0,-1.0,-0.1763,19.5852
20200725NCKT0,2020-07-25,KT,NC,6.0,2.0,4.0,8.0,1,3.8,6.4,5.4,2.2,5.0923,5.746,4.5385,5.3968,-2.6,-3.2,-0.6537,0.8584,-5.8,0.2046,0.5,0.7,-0.2,1.0,1.0,0.0,0.037,-89.5199
